RunType,DatasetFile,Processes,Records,Mean,Variance,StandardDeviation,Minimum,Maximum,PearsonCorrelation,MovingAverageWindow,OutlierThreshold,OutlierCount,Task1_BasicStatistics_ms,Task2_Histogram_ms,Task3_Sorting_ms,Task4_Correlation_ms,Task5_MovingAverage_ms,Task6_OutlierDetection_ms,TotalExecutionTime_ms
MPI,"C:\MPIProject\dataset\ecommerce_small_1million.csv",4,1000000,5002.978573,8328769.543831,2885.960766,0.010000,9999.990000,0.995029,5,3.000000,0,1.859300,1.337400,64.536600,1.333800,5.554200,0.370400,785.206300
MPI,"C:\MPIProject\dataset\ecommerce_small_1million.csv",4,1000000,5002.978573,8328769.543831,2885.960766,0.010000,9999.990000,0.995029,5,3.000000,0,1.041800,0.361400,55.141300,1.386300,4.791700,0.274000,779.163500
MPI,"C:\MPIProject\dataset\ecommerce_small_1million.csv",4,1000000,5002.978573,8328769.543831,2885.960766,0.010000,9999.990000,0.995029,5,3.000000,0,1.437300,0.832500,67.152900,0.949800,4.675100,0.351900,845.271600
MPI,"C:\MPIProject\dataset\ecommerce_medium_10million.csv",4,10000000,5000.705750,8333089.753671,2886.709156,0.000000,10000.000000,0.995035,5,3.000000,0,7.777500,7.865800,697.678700,8.399200,59.055900,3.929400,8423.111000
MPI,"C:\MPIProject\dataset\ecommerce_small_1million.csv",4,1000000,5002.978573,8328769.543831,2885.960766,0.010000,9999.990000,0.995029,5,3.000000,0,32.683700,12.822900,2130.853500,39.406500,91.923900,1.659600,1056831.870000
MPI-EXP4,"C:\MPIProject\dataset\ecommerce_small_1million.csv",4,1000000,5002.978573,8328769.543831,2885.960766,0.010000,9999.990000,0.995029,5,3.000000,0,161.872100,4820.455400,14.519600,50.305800,33.371900,713.190900,2.735500,652935.333700,17.560800,653320.788700
MPI-EXP4,"C:\MPIProject\dataset\ecommerce_medium_10million.csv",4,10000000,5000.705750,8333089.753671,2886.709156,0.000000,10000.000000,0.995035,5,3.000000,0,1851.177500,7687.107000,683.377300,1333.910300,210.474600,8403.000800,21.590200,664213.517500,334.859600,668715.036500
MPI-EXP4,"C:\MPIProject\dataset\ecommerce_large_100million.csv",4,100000000,5000.654182,8333001.432713,2886.693859,0.000000,10000.000000,0.995037,5,3.000000,0,18824.611100,29154.641300,172.262900,8185.658600,657.189600,85462.442800,244.691900,786774.117100,3470.629400,837522.961400
MPI-EXP4,"C:\MPIProject\dataset\ecommerce_medium_10million.csv",2,10000000,5000.705750,8333089.753670,2886.709156,0.000000,10000.000000,0.995035,5,3.000000,0,3697.859400,39.682300,41.997100,1274.346300,14.625100,10122.191500,5.133900,400976.152500,694.174300,409189.706200
MPI-EXP4,"C:\MPIProject\dataset\ecommerce_medium_10million.csv",3,10000000,5000.705750,8333089.753670,2886.709156,0.000000,10000.000000,0.995035,5,3.000000,0,2455.604900,290.924600,36.709600,997.066900,122.801100,10474.127900,29.070000,666776.710400,448.645400,672455.629300
